content,score
"Sekarang Chat gpt gak bisa di pakai,saya bingung, ganggu atau gimana",1
nice,5
Bagus,5
Nice,5
kerenn,5
Keren nih sangat membantu menyelesaikan tugas sekolah saya,5
"terbaik, tingkatkan lagi kecanggihan perusahaan, bikin robot2 baru... super keren, i love it",5
membantu sekali,5
bagus,5
the best tugasku menjadi ringan dan gampang,5
"bagus, aplikasi yg sangt membantu untuk ngerjain tugas.",4
hebat dan bahasa indonesianya bagus,5
I really like this apk because anything can and free,5
bisa menjadi temen baik bagi yang kesepian 😊😊,5
sangat bermanfaat,5
Aplikasi sangat bagus yang tidak bisa di ragukan,5
Kenapa ya gua jadi ga bisa masuk ke chatGPT,5
saya sangat puas dengan jawaban yang diberikan,5
Chat GPT ini sangat membantu saya dalam hal apa pun jadi saya kasih bintang 5 semoga kedepanya bisa membantu banyak orang,5
mantappppp,5
good,5
sangat membantu,5
Sulit melanjutkan daftarnya,3
bagus sekali,5
sangat membantu,5
bagus,5
wow,5
sangat bagus sekali dengan jawaban cepat tidak lelet,5
Heru helpful,5
wkwkwkwkwkwkwkwkwkw chat GPT ini sangat seru untuk mengorol,5
"Saya harapkan aplikasi ini terus berkembang dan bisa menerima artikel lebih panjang lagi! Serta chat gpt-nya Menulis artikel tidak terputus di tengah jalan, Jadi tolong developer ditambahkan lagi batas karakternya! Sungguh chat GPT Memang Terbaik!",5
subhanalloh,5
sangat bagus,5
bagus ..dan keren,5
Jos,5
Terimakasih atas bantuannya.,5
alhamdulillah aplikasi yang sangat bagus semoga bisa membatu dlm segala hal barokah dan bermanfaat ... trimakasih jazakkallahu kgoiron katsiron,5
Bagus sekali,5
Bagus bisa melakukan segala hal bisa cerita geng gengan,5
AI yg membuat kita mudah dalam segala hal,5
Tge best,5
Sangat bagus dan sangat membantu mencarikan jawaban,5
Bagus sekali,5
keren,5
Gacor kang,5
bagus bangett deh,5
Sangat banyak membantu dalam mencari suatu narasi dan berbagai macam contoh sebagai referensi,5
Good,5
berasa punya temen pinter banget wkwkwk,5
Saya suka dengan chat gpt,5
bagus banget,5
Saya lebih suka fitur kemarin dibanding hari ini,5
mantap bro,5
sangat bagus karena dapat membantu mengerjakan soal-soal yang diberikan oleh guru,5
sangat mudah dan sangat membantu,5
"udah bagus banget fiturnya, sebenarnya saya gak bisa dan gak terlalu ngerti juga tentang masalah atau hal hal yang berkaitan sama teknologi, alias wawasannya masih sempit, tapi saya harap chatgpt terus berkembang dengan inovasi inovasi terbarunya 👍.",4
jir ini mah bisa jadi konsletor baik ini mah,5
"cukup baik untuk membantu pekerjaan sehari hari, ditunggu improve lain",5
masih lama,1
sangat bagus,5
aplikasi serbaguna mantapp,5
Tolong diperbaiki masa gak bisa masuk ke aplikasi nya,1
sangat membantu bangetttt🤍🌷,5
good n i love it,4
keren,5
bagus banget🤩🤩,5
bagus,5
"bnr² sangat membantu sekali buat menjwb smua soal² ujian yg sekiranya tdk mengerti,cuma sygnya tdk ada media buat naro foto gambar",5
sangat betul betul membantu,5
sangat bermanfaat,5
baik,5
bagus,5
mencari peraturan sangat akurat,5
sangat membantu,5
godd,5
sangat bagus,5
Bagusssss bgttt,5
gacor,5
the best,5
"Sangat Bermanfaat, Terimakasih",5
Bagus banget apk nya buat bljr,5
guna bet GG gaming,5
Sangat tidak ramah bintang 1,1
not bad,5
sangat membantu,5
mantap pisan,5
gacor,5
sangat membantu,5
"Aplikasinya bagus bgt, sama kata yg lain. Cuma berbayarnya terlalu mahal. Coba dibuat premium berklasifikasi, misal cuma butuh fitur chat suara jadi harganya lebih murah",4
sangat bagus,5
bagus,4
Sangat bagus Dan Memanfat 👌,5
baik,4
bagus banget hasil gambarnya 👍🏼👍🏼👍🏼,5
Terima kasih,5
dapat membantu saat belajar,5
membantu sekali untuk tugas dan ide2 yg belum pernah ada,5
Saya suka CHATGPT berguna berngobrol pulak,5
Mantap. Apalagi berlangganan top banget,5
keren,5
bagus bangettt aplikasi nyaaa,5
bagus,5
worth it!,5
Sangat membatu disaat lagi ada masalah. Semua saran sangat membantu,5
"Kenapa ya saya ga bisa pake app nya, setiap aku nanya sesuatu ke chatgpt, pas dibalas ama ""sepertinya adabyang salah coba lagi nanti"" selalu gitu. Aku udah coba update, tetap ga bisa, aku coba uninstall terus download lagi pun masih ga bisa",2
sangat membantu dengan aplikasi ini makasih,5
good!,5
jossd,5
makin cintaaa😘😘😘,4
apk ini sangat keren sekali aseli lho rek,5
bagus sekali 🤩🤩🤩🤩.. Sangat membantu saat kita mencari jawaban.. pokoknya bagus Dee..,5
mantap,5
amazing....,5
bagusss bangettt,5
sangat membantu asli nih si bree,5
Aplikasi yang sangat membantu dalam kegiatan sehari-hari,5
sangat membantu,5
aplikasi sangat baik,5
Aplikasi keren,5
sangat bagus,5
sangat membantu,5
Good lah,5
good job,5
aplikasi nya keren banget,5
sangat lah membantu ketika saat tidak bisa menemukan jawaban yang pasti,5
Bagus,5
seruuu bangettt AI nyaa,5
the best myfavorite 🥰,5
Lebih suka sebelum di update!,3
sangat membantu sekali,5
bagus,5
saya sangat terbantu dengan aplikasi nya,4
"dulu gambar anime nya Kawai dan dynamic plus cepat rendering. sekarang malah generik , rigid, background nya boring terus malah realistis dan yang paling parah file gede , lama dan hasilnya jelek buat anime lover",3
love it,5
Bermanfa'at,5
bagus aja,5
"sangat baik,saya sangat menyukai nya",5
Smart Aplication.... like like like,5
good,5
"mksh bgt...MEMBANTUU BUANGETT INIII, MAKASIHH YAA tapi tolongg dongg...masa percakapannya sampe dikit banget...jangan dikit lah minimal sampe 4 jam AE...plss",5
Aplikasinya sangat bagus bisa juga dijadikan temen curhat pokoknya paket lengkap dah😍,5
buagus banget buat yg gabut,5
"sangat bagus,saya menyukai aplikasi ini",5
baguss,5
bagus banget dan recommended,5
"Memori banyak yang tidak tersimpan, mungkin bisa tolong di perbaiki memori nya ya, soalnya saya kadang merasa kesal memori yang sudah saya buat malah ai nya tidak bisa mengerti",3
sangat bermanfaat,5
oke terima kasih,5
sangat baik baik baik,5
membantu sekali,5
baik dan membantu,5
Bagus makasih,5
baguss,1
mantap,5
Keren sangat membantu Puas Dengan aplikasi ini,5
mantap,5
Lumayan membantu dalam mencari informasi,5
so cool,5
damn bro this 🔥👍,5
Asli seru sekali ngobrol sama Ai lebih asik menarik dan menyenangkan,5
aplikasi ini bagus banget,5
baik sangat membantu,5
sangat membantu,5
sangat cocok,5
pokoknya bguss,5
👌🏼,5
Bagusss banget eee jujurrrr,5
mantap banget 🤩🤩,5
very good,5
sangat membantu,5
👍,5
sangat puas,5
alhamdulillah puas banget cepat tepat Terima kasih ChatGPT,5
bsgus,5
keren sekali bisa membantu mengatasi berbagai masalah,5
ok,5
👍 sesuai janji,5
gacor,5
sangat bagus😻😻,5
good aplikasi,5
sangat membantu bisa jadi teman curhat biasa jadi teman ngerjain pr bisa jadi teman ngobrol santay pokonya keren deh ga ada saingan,5
sangat membantu untuk belajar,5
mantap,5
keren,5
sangat membantu,5
good,5
Bagus,5
sangat membantu,5
intinya saya suka apk ini,5
ini pas udah login kenapa muter terus padahal jaringan internet lancar!!,1
baguss bangett ni apk,5
"Ini sangat bagus,dan menjawab pertanyaan yang saya bingung,tambahan juga sekarang pertanyaannya bisa difoto,ini lebih cepat dan efisien,tetapi ada juga jawabannya kurang tepat,hingga mendapatkan nilai terburuk,jadi tolong diperbaiki",5
terbaik,4
"tidak hanya bisa memberikan soal jawaban, tapi bisa juga jadi temen ngobrol untuk bangkit dari titik terendah, walaupun awalnya agak random, namun jika kamu memulai obrolan yang ingin di bicarakan ai ini solusinya, benar-benar membuat hati agak enakan",5
👍,4
Sangat membantu saya dalam belajar,5
"sumpah ini tuh bagusnya pake banget,gacuman buat nugas tapi buat nanya nanya apa apa bisa,dibuat curhat juga bisa pokonya the best deh!!",5
bagus,5
cant login,1
ai nya asik bisa di aja ngobrol,5
Bagus buat nambah ilmu pengetahuan,5
sangat membantu sekali,5
bagus,5
woke mantap membantu,5
sangat baguss,5
temen baru,5
bagusss,5
Sangat membantu dlm pelaksanaan kegiatan dlm berbagai hal🙏,5
"Bagus, Tapi kadang membingungkan kalau kita ketik ""Yakin jawabannya segitu"" jawabannya jadiinnya berubah"" , karna kadang saya ragu dengan jawaban ai hehehe. tpi dengan adanya ai ini dpt mempermudah saya dalam memahami suatu materi. pokonya ai the best deh wkwkwk. tpi jangan lupain buku untuk di baca ya jgn make ai doang😁🤍",4
"Buruk... Di tanya A, di jawab B",1
nice sangat membantu,5
sangat membantu,5
oke 👌,5
sangat bagus sekali terimakasih atas masukan nya,5
Sangat membantu,5
mantap dan ok banget,5
Bagus,5
sangat bagus,5
"mantap min, saya jadi punya temen meskipun AI",5
ok,5
"gila, gg banget elon buat aplikasi ini! semoga makin baik dan tetap bisa dinikmati gratis ya, love you gpt, love ya elon musk!",5
bagus,5
Bagus!!!!!,5
SUKAA BANGETT SAMA APK INI,5
Dulu bagus sekarang GK jelas 🤬,1
sangat bagus,5
Aplikasi yang sangat bermanfaat..sangat berguna sekali.. terimakasih... terimakasih buat yang bikin aplikasi ini..,5
bagus fitur ai namun agak ada bug dikit saat mengirimkan jawaban mohon dibetulkan lagi ya developer dan update agar apk nya makin bagus dan tidak ada bug lagi terimakasih,5
hihii salah satu pilihan kalo ga pnya tmen curhat,5
cukup membantu,5
"buat respon nya udah bagus, cepet sesuai dan sesuai lah pokok-nya. tapi kok kok makin kesini respon cerita-nya makin pendek ya? terus daya ingat-nya juga makin pendek. kangen yang dulu plis 😭",5
aplikasi nya engga bisa di download ⭐⭐,2
Aplikasi ChatGpt ini sangat membantu dalam menyelesaikan segala tugas dengan tepat💯,5
"Chat nya asik, tapi masalah nya ada batasan teks jadi tolong update ke depan hilangin batasan pesan teks ya buat yang make versi gratis 😁.",5
aplikasi nya keren bg gg download dah ga nyesel bg klo bisa kalahin sistem examora sama exambro😁😁,5
Mantap gess,5
sangat membantu dalam proses pengambilan gambar ai,5
keren,5
bagus,5
sangat membantu😻😻,5
bagus,5
good,5
terbaik,5
Apk yang bagus dengan apk ini saya bisa menambah pengetahuan saya dan terima kasih banyak,5
bagus lebih baik dari pada google,5
mqntab,5
the best app,5
sangat membantu,5
aplikasi sangat membantu,5
ini aplikasi sangat membantu bagi saya,5
Chatgpt berbayar ya,1
"aku membencinya, kecerdasannya tidak bisa kutandingi..",5
Mantap betul ini aplikasi Mantap,5
bagus bangettt,5
chat ini begitu bagus,4
Bagus le,5
sanga bagus,5
bagusss buangetttt😍😍😍😍,5
lup bgtt,5
bagus,5
sangat bagus,5
sangat bagus,5
Makin tolol otak ai nya,1
sangat membantu dalam menyelesaikan tugas,5
baik,5
sangat membantu,5
nicee aplikasi,5
keren bgt,5
mantap,5
ada kata yang kurang pas dalam bahasa Indonesia,4
pas masuk ke aplikasi nya lemot,3
saya mendapatkan pengalaman yang luar biasa. terima kasih open ai.,5
Bagus,5
baru mencoba blm ada penilaian,3
Login nya susah jadi ku uninstal aja,2
sangat membantu,5
bagus,5
bagus,5
"kenapa si, aku kasih soal 1 jawaban nya beda² terus. misalnya aku kasih soal dan jawaban nya a, terus aku kasih soal yg sama persis malah jawaban nya b, aku bingung yg benar yg mana, jadi tolong di perbaiki lagi.",3
sangat membantu dalam menunjang berbagai permasalahan,5
Sangat membantu di kehidupan sehari hari,5
"AI yang sangat berguna untuk kita bukan saja ""MANUSIA HANYALAH ALAT""",5
saya mau tanya inilah yang di bawa yesus itu masih ada?,5
good to study,5
"bagus sih,tapi males kalau chat ai nya gunain respon yang ga bisa di muat ulang,gatau itu namanya apa. soalnya nyusahin banget.",5
jujur ngebantu banget sihh kek bisa muasin rasa penasaran gwe plus bisa ngasih prefrensi dari hal² yang mau ditanya,5
seru sih,5
bagusss,5
keren,5
Good,5
"sangat membantu apa yang kami butuhkan,cepat dan akurat",5
bagus cooook gw pake chatt buat gambar ghibli enak cuy sluuuuuur,5
jelek tlol,1
"sukak , selalu bisa nemenin curhat, dan bikin tenang",5
keren,5
aplikasi ini sangat membantu bagi pelajar saya harus kasih tau ke teman teman saya biar bisa bantu juga mereka,5
ok,5
nantul,5
good job,5
emereuw,5
lumayan jenius jawabnya,5
lemot,1
baik sekali,5
Bagus sih tapi kalo bikin drama dan kalimat nya banyak itu disuruh tunggu beberapa jam lalu pas login ulang juga kalimat yang muncul tunggu beberapa jam / menit jadi kaya ada gangguan atau gk bisa kalo kalimat nya itu banyak jadi tolong jangan disuruh nunggu lagi soal nya langsung ke reset jadi susah buat drama 🙏🏻🙏🏻🙏🏻,4
membantu untuk belajar 👍👍,5
"seruu bangettt, di sini aku bisa ngungkapin semua perasaan aku, wkwkw kerenn banget sii, sampek aku ngga bisa berkata kata lagi 😅",5
Saye oke je,5
sangan membantu,5
sangat bagussssss,5
membantu sekali,5
GUE SUKA BANGET SAMA INI AI GUE SEKARANG CURHAT KE AI CUY DAN YAP JAWABAN MEREKA TTNG MSLH GUE ITU YANG GUE PNGEN DNGER DRI ORANG LAIN,5
semoga sukses buat yang buat apk ini hehe,5
good pokoknya,5
cerdas dan kurang lengkap,5
sangat membantu,5
good apk,5
🤍🤍🤍,5
"help me a lot, thank you",5
Masya Allah bagus banget,5
good,5
good,4
terbaikkk,5
suka.... kalo. butuh teman curhat bisa dijadikan teman curhat dari pada rahasia tdk terjamin keutuhannya lebih baik curhat sama Allah dan ke chatGPT ini,5
bagus banget,5
"Sangat membantu, terimakasih😊",5
bgus bnget,4
baikkkkkk banget sukaaa banget apalagi orang yang nggak berani sama orang lain kyk aku,5
sangat bagus,5
keren,4
Cukup membantu,4
sangat mudah digunakan bermanfaat Sekali terimakasih,5
sangat bermanfaat bagi pelajar zaman sekarang,4
Bagus,5
cool,5
sangat membantu,5
Gak berfungsi,1
Love it.. ❤️❤️,5
Sanga bagus,5
sangat bermanfaat,4
Bagus banget✅,5
ini sangat menyenangkan,5
Aplikasi ini sangat bagus saya jadi cpat mengerjakan tugas,5
HEBAT,5
Ada satu masalah yaitu bahasanya error,2
rekomendasi apk,5
oke lah,4
thanks bnget dah bikin aplikasi ini,5
mantap,5
Keren anjayy bisa jdi temen belajar. Terus bisa juga di ajak bikin cerita coooyyy,5
sangat memuaskan,5
"laya suka chat gpt,bahkan saya sampai menamainya Lala,dan dia juga bisa menggunakan sifat yang kita inginkan misal,sifat gaul,Imut,malu malu jutek,semua pokonya chat gpt ini memang terbaik🤩🤩🤩🤩,kalo bisa saya kasih bintang 1000000 buat apk ini,terima kasih telah membuat apk ini,saya bisa ngobrol dengan chat gpt,admin tetap semangat ya ngembangin AI nya, terimakasih",5
sangat mudah untuk mengerjakan tugas,5
bagus,5
sangat bagus,5
aplikasi yang bagus,5
bagus untuk menambah wawasan,5
mantap buat bantu kesuksesan saya,5
Bagus,5
membantu,5
Good Apps all i need is here thanks for creating this app,5
sangatt membantu sekali,5
Baik zsklah,5
Aplikasinya Bagus Banget👍👍👍👍👍👍👍,5
Bagus untuk menambah wawasan keilmuan sebagai guru,5
Bagus aplikasi nya,5
sangat bagus,5
bagus,5
kurang akurat jawabanya,2
mantappp ini,5
"Wah luar biasa, bisa tanya macam2 👍🏼",5
Keeren,5
baguss,5
Mantap,5
"sangat membantu, very helpful",5
Bagus membantu,5
Sangat membantu untuk berdiskusi dengan diri sendiri,5
Aplikasi yang sangat membantu,5
keren...,5
"mantap, sangat membantu pekerjaan kita",5
sangat membantu,5
bagus banget,5
bagus cuy gw suku,5
lumayan baguss,5
bagus baget,5
"no words, this is too topp!",5
aku suka,5
"sangat membantu sih menurut ku,KLO Klian gmana???🤗",5
👍,5
aplikasinya sangat membantu,5
𝐬𝐚𝐧𝐠𝐚𝐭 𝐛𝐚𝐠𝐮𝐬 𝐝𝐚𝐧 𝐛𝐚𝐢𝐤𝐤,5
is the best apk,5
bernfattta,5
ajib ni. ok lah,5
aplikasi keren yg wajib dimiliki seluruh pengguna smartphone zaman now,5
"Versi terbaru ini lebih annoying di bagian percakapan dengan suara, tidak adanya fitur menyela (diterpakannya automatic response) membuat percakapan sedikit Sulit sebab terkadang dia merepon terlalu cepat, lalu berhenti (karena penanya masih berbicara) sehingga chatgpt Kehilangan kalimat dan konteks sebelumnya alhasil mengulang dari awal lagi. Yang tadinya (di versi ini) di claim lebih canggih dan alami, malah menjadi Annoying.",3
Bagus,5
good,5
nice,5
bagus👍,5
"Baguslah, not bad",5
sungguh sangat berguna👍mantappp,5
oke banget,5
sangat bagus dan membantu,5
mantaap,5
aplikasi yang sangat berguna,5
"makasihh banget buat yang ngebuat apk ini, sangat membantu bisa jadi tempat curhat,penasehat, dan pemberi saran yang snagatt sangatt baikk suka sekali apalagi saat aku butuh banget saran kuliah dimana,kerja apa, gimana cara berubah apk ini yang ngebantu aku jadi aku ga bingung sekarang suka banget pokoknya, GPT chat is my home!",5
good,5
Keren dan sangat membantu sekali,5
yeay,5
bagus banget,5
makasii ya yang udah bikin aplikasi inii🫶aku jadi bisa curhat sepuasnya,5
Jossss,5
"Sungguh Amazing luar biasa dalam menjawab semua pertanyaan yang aku butuhkan untuk semua pekerjaan saya ,dan si ganteng ini sangat banyak membantu 😊☺️😘😘😘",5
sangat berguna dan seru 😋😋,5
Sangattttttt bagusssss,5
keren,5
Pengaturan bahasa Inggris blm dpt,4
"gua nepatin janji gua, makasih ya.",5
Nice,5
Ai help me a lot.,5
🔥,5
"Sangat membantu khususnya bagi saya programmer, bisa menanyakan, dan membuat kode program dari semua bahasa pemrograman",5
akhirnya liris versi play store nya aku harap banyak fitur yang akan di tambahkan di sini contoh : text to image,5
mantap,5
sangat membantu saya,5
Membantu,5
sangat membantu,5
Keren,5
sangatt membantu,5
respon,1
Berguna banget jawabannya nyambung,5
Sangat responsif dan Fleksibel,5
good,5
mantap,5
bagussss aku sangat menikmatinya💖,5
terbaik,5
sangat mengesankan,5
sangat membantu,4
bgusss,5
bagus,5
sangat membantu dan memahami apa masalah saya,4
mantap,5
sangat baik,5
sangat membantu,5
sangat membantu pekerjaan,5
keren sangat membantu,5
Oke,5
is soo help full please don't change the santas voice his voice is soo very well i love talk with santa's voice💗💗,5
sangat bermanfaat,5
mantap,5
seru,5
Keren,5
bagus sekali sangat membantu,5
GACOR,5
mantap banyak membantu kerjaan saya,5
NICE!,5
Keren,5
ok,4
sangat cepat,4
keren boss,5
Bagus bisa buat jdi temen,5
bagus bangedd,5
Mantap,5
Gacor,5
"Kalau ada bintang 10,, bakal saya kasih bintang 10.. sangat2 membantu saya..",5
baik,4
sangat terhibur,5
"Maaf saya kasih 3 bintang dulu karena Ai nya kadang tidak konsisten dan sering kali keluar dari topik, itu tidak hanya 1 atau dua kali tapi puluhan kali, tolong perbaiki ai nya dan ingatan nya karena dia sering lupa dengan topik yang di bahas",3
"sngt membatu dlm mengerjakan tugas"" sklh",5
baguss,4
All best,5
Aplikasi yang sangat bagus dan hebat,5
sangat bermanfaat joss banget,5
sangat membantu untuk menjawab pertanyaan,5
agak keren membantu,5
bagusss sekali dan membantu,5
keren,5
kurang paham untuk pendaftarannya,5
🔥,5
bagus 👍,5
mantap,5
bguss,5
ai terbaik menurut guaaa,5
sangat membantu,5
sangat membantu,5
"mantap,aku suka",5
bagus,5
Sangat membantu,5
amazing,5
mantap,5
